Upregulated
Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOT00000047439	ENSRNOP00000043387	RT1-T24-4	RT1-T24-4	RT1 class I, locus T24, gene 4 [Source:RGD Symbol;Acc:1598233]	2.595917642	1.34E-14	604.93	250.18
ENSRNOT00000025576	ENSRNOP00000025577	SLC5A5	Slc5a5	solute carrier family 5 (sodium/iodide cotransporter), member 5 [Source:RGD Symbol;Acc:69267]	4.906807446	1.50E-14	160	35
ENSRNOT00000018629	ENSRNOP00000018628	SALL1	Sall1	spalt-like transcription factor 1 [Source:RGD Symbol;Acc:1309916]	2.166972392	1.58E-14	2963	1468
ENSRNOT00000005988	ENSRNOP00000005988	SCIN	Scin	scinderin [Source:RGD Symbol;Acc:735034]	5596.236865	1.67E-14	54	0
ENSRNOT00000072926	ENSRNOP00000065975	NAIP6	Naip6	NLR family, apoptosis inhibitory protein 6 [Source:RGD Symbol;Acc:621281]	3.338565026	1.72E-14	283	91
ENSRNOT00000085674	ENSRNOP00000075272	FGR	Fgr	FGR proto-oncogene, Src family tyrosine kinase [Source:RGD Symbol;Acc:621319]	3.967999881	2.15E-14	207	56
ENSRNOT00000032785	ENSRNOP00000030578	PIK3R5	Pik3r5	phosphoinositide-3-kinase, regulatory subunit 5 [Source:RGD Symbol;Acc:1563261]	3.316017392	3.56E-14	278	90
ENSRNOT00000034629	ENSRNOP00000031304	LAT2	Lat2	linker for activation of T cells family, member 2 [Source:RGD Symbol;Acc:631397]	5.366469827	4.92E-14	140	28
ENSRNOT00000032249	ENSRNOP00000036057	HCAR2	Hcar2	hydroxycarboxylic acid receptor 2 [Source:RGD Symbol;Acc:727952]	5.572728167	5.05E-14	135	26
ENSRNOT00000007655	ENSRNOP00000007655	NLRC4	Nlrc4	NLR family, CARD domain containing 4 [Source:RGD Symbol;Acc:1309831]	7.309930424	5.20E-14	109	16
ENSRNOT00000068037	ENSRNOP00000059605	FLI1	Fli1	Fli-1 proto-oncogene, ETS transcription factor [Source:RGD Symbol;Acc:1309837]	3.471494253	5.62E-14	249	77
ENSRNOT00000007779	ENSRNOP00000007779	ARHGDIB	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta [Source:RGD Symbol;Acc:1305383]	2.729433842	7.11E-14	450	177
ENSRNOT00000073294	ENSRNOP00000064264	VAV1	Vav1	vav 1 guanine nucleotide exchange factor [Source:RGD Symbol;Acc:3951]	4.293692899	8.46E-14	176	44
ENSRNOT00000080753	ENSRNOP00000069446	IKZF1	Ikzf1	IKAROS family zinc finger 1 [Source:RGD Symbol;Acc:1562979]	2.950174586	1.00E-13	349	127
ENSRNOT00000064405	ENSRNOP00000061084	RASA4	Rasa4	RAS p21 protein activator 4 [Source:RGD Symbol;Acc:1565457]	3.364574419	1.09E-13	257	82
ENSRNOT00000075564	ENSRNOP00000066146	CCR5	Ccr5	chemokine (C-C motif) receptor 5 [Source:RGD Symbol;Acc:620596]	3.038531327	1.50E-13	317	112
ENSRNOT00000025887	ENSRNOP00000025887	PSME1	Psme1	proteasome (prosome, macropain) activator subunit 1 [Source:RGD Symbol;Acc:3429]	2.307653357	1.56E-13	977.59	454.81
ENSRNOT00000086810	ENSRNOP00000073175	TFEC	Tfec	Transcription factor EC  [Source:UniProtKB/Swiss-Prot;Acc:Q63302]	5181.774875	2.21E-13	50	0
ENSRNOT00000015898	ENSRNOP00000015899	ALPK3	Alpk3	alpha-kinase 3 [Source:RGD Symbol;Acc:1309860]	2.791280808	2.51E-13	390	150
ENSRNOT00000039720	ENSRNOP00000036954	GAPT	Gapt	Grb2-binding adaptor protein, transmembrane [Source:RGD Symbol;Acc:1586621]	7.663761882	2.66E-13	100	14
ENSRNOT00000006035	ENSRNOP00000006035	SASH3	Sash3	SAM and SH3 domain containing 3 [Source:RGD Symbol;Acc:1560293]	3.245264844	3.32E-13	263	87
ENSRNOT00000044983	ENSRNOP00000049006	RNF213	Rnf213	ring finger protein 213 [Source:RGD Symbol;Acc:1308168]	2.272310026	4.14E-13	999	472
ENSRNOT00000057433	ENSRNOP00000054242	CXCL17	Cxcl17	chemokine (C-X-C motif) ligand 17 [Source:RGD Symbol;Acc:1304717]	22.82844	4.58E-13	64	3
ENSRNOT00000091139	ENSRNOP00000069995	PIEZO1	Piezo1	piezo-type mechanosensitive ion channel component 1 [Source:MGI Symbol;Acc:MGI:3603204]	2.529759019	4.72E-13	535.53	227.27
ENSRNOT00000085879	-	TLR13	Tlr13	-	2.966394928	5.74E-13	315	114
ENSRNOT00000020932	ENSRNOP00000020932	TUBA1C	Tuba1c	tubulin, alpha 1C [Source:RGD Symbol;Acc:1307226]	3.627738285	6.60E-13	207.36	61.36
ENSRNOT00000075988	ENSRNOP00000068231	MUP5	Mup5	major urinary protein 5 [Source:RGD Symbol;Acc:735107]	4.466344311	7.43E-13	154.04	37.02
ENSRNOT00000037181	ENSRNOP00000032768	LOC685067	LOC685067	similar to guanylate binding protein family, member 6 [Source:RGD Symbol;Acc:1583235]	5.283792547	8.64E-13	128	26
ENSRNOT00000003921	ENSRNOP00000003921	ALB	Alb	albumin [Source:RGD Symbol;Acc:2085]	2.103207688	9.07E-13	2198	1122
ENSRNOT00000087986	ENSRNOP00000070415	TLR3	Tlr3	toll-like receptor 3 [Source:RGD Symbol;Acc:735171]	2.569122299	9.28E-13	481	201
ENSRNOT00000016608	ENSRNOP00000016608	SKAP2	Skap2	src kinase associated phosphoprotein 2 [Source:RGD Symbol;Acc:620159]	2.486203713	1.74E-12	528	228
ENSRNOT00000012293	ENSRNOP00000012293	LOC259244	LOC259244	alpha-2u globulin PGCL3 [Source:RGD Symbol;Acc:708501]	3.793578515	2.02E-12	184.12	52.1
ENSRNOT00000037546	ENSRNOP00000034130	NLRP1A	Nlrp1a	NLR family, pyrin domain containing 1A [Source:RGD Symbol;Acc:1310963]	3.194707122	2.52E-12	247	83
ENSRNOT00000038836	ENSRNOP00000034607	ARHGAP27	Arhgap27	Rho GTPase activating protein 27 [Source:RGD Symbol;Acc:735202]	2.82022548	2.88E-12	331	126
ENSRNOT00000090165	ENSRNOP00000069801	PLCG2	Plcg2	phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]	3.560387996	3.43E-12	199	60
ENSRNOT00000032015	ENSRNOP00000035385	IFI27L2B	Ifi27l2b	interferon, alpha-inducible protein 27 like 2B [Source:RGD Symbol;Acc:1559721]	7.95665359	3.68E-12	89	12
ENSRNOT00000001207	ENSRNOP00000001207	ALOX5AP	Alox5ap	arachidonate 5-lipoxygenase activating protein [Source:RGD Symbol;Acc:2097]	4.265325084	4.87E-12	151	38
ENSRNOT00000091807	ENSRNOP00000074504	SLCO2B1	Slco2b1	solute carrier organic anion transporter family, member 2b1 [Source:RGD Symbol;Acc:621391]	2.075353466	6.20E-12	1877	971
ENSRNOT00000007175	ENSRNOP00000007175	CST3	Cst3	cystatin C [Source:RGD Symbol;Acc:2432]	1.992830918	6.33E-12	82151	44258
ENSRNOT00000046888	ENSRNOP00000046194	PARP14	Parp14	poly (ADP-ribose) polymerase family, member 14 [Source:RGD Symbol;Acc:1310490]	2.420125423	8.40E-12	532	236
ENSRNOT00000024054	ENSRNOP00000024054	SLC2A5	Slc2a5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5 [Source:RGD Symbol;Acc:68328]	2.616837055	8.94E-12	390	160
ENSRNOT00000003980	ENSRNOP00000003980	LYL1	Lyl1	lymphoblastic leukemia associated hematopoiesis regulator 1 [Source:RGD Symbol;Acc:1359244]	3.69518347	9.58E-12	179	52
ENSRNOT00000085483	ENSRNOP00000069195	IRF5	Irf5	interferon regulatory factor 5 [Source:RGD Symbol;Acc:1310447]	2.270005047	1.24E-11	724.77	342.78
ENSRNOT00000081162	-	PSMB9	Psmb9	proteasome (prosome, macropain) subunit, beta type, 9 [Source:RGD Symbol;Acc:3427]	3.70448221	1.28E-11	176	51
ENSRNOT00000072951	ENSRNOP00000067777	COL6A1	Col6a1	collagen, type VI, alpha 1 [Source:RGD Symbol;Acc:1565398]	2.333735754	1.36E-11	613	282
ENSRNOT00000028038	ENSRNOP00000028038	SHC1	Shc1	SHC (Src homology 2 domain containing) transforming protein 1 [Source:RGD Symbol;Acc:620446]	2.247849139	2.01E-11	737	352
ENSRNOT00000020144	ENSRNOP00000020144	IL1RL1	Il1rl1	interleukin 1 receptor-like 1 [Source:RGD Symbol;Acc:2894]	5.272802744	2.17E-11	113	23
ENSRNOT00000051439	ENSRNOP00000050978	WAS	Was	Wiskott-Aldrich syndrome [Source:RGD Symbol;Acc:1563567]	3.605223687	2.52E-11	178	53
ENSRNOT00000057179	ENSRNOP00000054006	AABR07065493.1	AABR07065493.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D4A7S1]	4393.260939	3.19E-11	42.39	0
ENSRNOT00000041038	ENSRNOP00000048134	KCNJ5	Kcnj5	potassium channel, inwardly rectifying subfamily J, member 5 [Source:RGD Symbol;Acc:61971]	3.396447142	3.75E-11	193	61
ENSRNOT00000012494	ENSRNOP00000012494	FCNB	Fcnb	ficolin B [Source:RGD Symbol;Acc:621222]	27.7753285	5.26E-11	52	2
ENSRNOT00000037597	ENSRNOP00000029929	GOLM1	Golm1	golgi membrane protein 1 [Source:RGD Symbol;Acc:1589384]	2.240552357	6.69E-11	672	322
ENSRNOT00000027360	ENSRNOP00000027360	MVP	Mvp	major vault protein [Source:RGD Symbol;Acc:70932]	2.176906961	7.05E-11	809.85	399.4
ENSRNOT00000013025	ENSRNOP00000013025	TLR2	Tlr2	toll-like receptor 2 [Source:RGD Symbol;Acc:735138]	2.781476581	8.00E-11	285	110
ENSRNOT00000082627	ENSRNOP00000075010	CP	Cp	ceruloplasmin (ferroxidase) [Source:RGD Symbol;Acc:2387]	2.301136036	8.25E-11	568	265
ENSRNOT00000031109	ENSRNOP00000033660	RAB20	Rab20	RAB20, member RAS oncogene family [Source:RGD Symbol;Acc:1593487]	5.219695936	9.97E-11	107	22
ENSRNOT00000085410	ENSRNOP00000069460	ARHGAP4	Arhgap4	Rho GTPase activating protein 4 [Source:MGI Symbol;Acc:MGI:2159577]	2.428208392	1.19E-10	432	191
ENSRNOT00000034560	ENSRNOP00000035137	GPR183	Gpr183	G protein-coupled receptor 183 [Source:RGD Symbol;Acc:1598095]	3.833647831	1.38E-10	150	42
ENSRNOT00000068386	ENSRNOP00000063348	TMEM173	Tmem173	transmembrane protein 173 [Source:RGD Symbol;Acc:1562552]	3.15918224	1.49E-10	206	70
ENSRNOT00000020700	ENSRNOP00000020700	ADCY7	Adcy7	adenylate cyclase 7 [Source:RGD Symbol;Acc:619966]	3.188940882	1.53E-10	202	68
ENSRNOT00000088615	ENSRNOP00000070542	TAP1	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:RGD Symbol;Acc:3817]	2.56295784	2.38E-10	339	142
ENSRNOT00000068435	ENSRNOP00000060240	CLIC1	Clic1	chloride intracellular channel 1 [Source:RGD Symbol;Acc:1303043]	2.390660783	2.83E-10	432	194
ENSRNOT00000083514	ENSRNOP00000070268	STAT1	Stat1	signal transducer and activator of transcription 1 [Source:RGD Symbol;Acc:3771]	2.00070153	3.22E-10	1543	828
ENSRNOT00000068594	ENSRNOP00000061590	ZFHX3	Zfhx3	zinc finger homeobox 3 [Source:RGD Symbol;Acc:1560268]	2.179535318	3.86E-10	674	332
ENSRNOT00000048485	ENSRNOP00000048351	HAVCR2	Havcr2	hepatitis A virus cellular receptor 2 [Source:RGD Symbol;Acc:1305233]	2.480094413	4.16E-10	365	158
ENSRNOT00000088132	-	RT1-DOA	RT1-DOa	RT1 class II, locus DOa [Source:RGD Symbol;Acc:3477]	11.0766421	5.36E-10	62	6
ENSRNOT00000008161	ENSRNOP00000008161	PSD4	Psd4	pleckstrin and Sec7 domain containing 4 [Source:RGD Symbol;Acc:1310289]	2.983552126	6.48E-10	214	77
ENSRNOT00000087162	ENSRNOP00000068951	BST2	Bst2	bone marrow stromal cell antigen 2 [Source:RGD Symbol;Acc:727849]	3.154439215	6.54E-10	191	65
ENSRNOT00000022342	ENSRNOP00000022342	CTSC	Ctsc	cathepsin C [Source:RGD Symbol;Acc:2445]	2.919472339	7.27E-10	223	82
ENSRNOT00000014861	ENSRNOP00000014861	CMTM7	Cmtm7	CKLF-like MARVEL transmembrane domain containing 7 [Source:RGD Symbol;Acc:1591926]	2.50009782	7.74E-10	340	146
ENSRNOT00000040147	ENSRNOP00000046443	FAM169B	Fam169b	family with sequence similarity 169, member B [Source:RGD Symbol;Acc:1585883]	3.269129007	8.19E-10	176.63	58
ENSRNOT00000077303	ENSRNOP00000072281	IL18RAP	Il18rap	interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]	12.43027167	8.71E-10	58	5
ENSRNOT00000025856	ENSRNOP00000025856	CH25H	Ch25h	cholesterol 25-hydroxylase [Source:RGD Symbol;Acc:1310575]	3.88742642	9.61E-10	134	37
ENSRNOT00000073788	ENSRNOP00000065119	TSHZ2	Tshz2	teashirt zinc finger homeobox 2 [Source:RGD Symbol;Acc:6490867]	2.027509277	9.83E-10	1084	574
ENSRNOT00000060002	ENSRNOP00000056752	PRAM1	Pram1	PML-RARA regulated adaptor molecule 1 [Source:RGD Symbol;Acc:1564330]	6.080321084	1.01E-09	85	15
ENSRNOT00000016286	ENSRNOP00000016286	IFNGR1	Ifngr1	interferon gamma receptor 1 [Source:RGD Symbol;Acc:620570]	1.961586849	1.02E-09	1659	908
ENSRNOT00000021926	ENSRNOP00000021926	IL10RA	Il10ra	interleukin 10 receptor, alpha [Source:RGD Symbol;Acc:620138]	2.955669718	1.09E-09	212	77
ENSRNOT00000016959	ENSRNOP00000016959	LRRK1	Lrrk1	leucine-rich repeat kinase 1 [Source:RGD Symbol;Acc:1308000]	2.202245923	1.38E-09	560	273
ENSRNOT00000091484	ENSRNOP00000074450	CARD9	Card9	Caspase recruitment domain-containing protein 9  [Source:UniProtKB/Swiss-Prot;Acc:Q9EPY0]	3.319815264	1.41E-09	167	54
ENSRNOT00000048535	ENSRNOP00000051211	LOC100364500	LOC100364500	RT1 class I, locus CE11-like [Source:RGD Symbol;Acc:2320860]	4.706549698	1.55E-09	104.59	23.85
ENSRNOT00000005619	ENSRNOP00000005619	ARHGAP30	Arhgap30	Rho GTPase activating protein 30 [Source:RGD Symbol;Acc:1561419]	3.167682349	1.68E-09	180	61
ENSRNOT00000085216	ENSRNOP00000070638	PARVG	Parvg	Protein Parvg; RCG59635  [Source:UniProtKB/TrEMBL;Acc:D3ZWK2]	2.798433036	1.99E-09	232	89
ENSRNOT00000074194	ENSRNOP00000066453	TLR9	Tlr9	toll-like receptor 9 [Source:RGD Symbol;Acc:631352]	3.392134414	2.02E-09	158	50
ENSRNOT00000009817	ENSRNOP00000009817	SERPING1	Serping1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 [Source:RGD Symbol;Acc:735225]	2.040313989	2.86E-09	878	462
ENSRNOT00000061270	ENSRNOP00000057982	ADGRG5	Adgrg5	adhesion G protein-coupled receptor G5 [Source:RGD Symbol;Acc:1305559]	43.57713731	3.26E-09	41	1
ENSRNOT00000078936	ENSRNOP00000070253	CD86	Cd86	CD86 molecule [Source:RGD Symbol;Acc:628714]	3.407142393	3.90E-09	151.4	47.7
ENSRNOT00000089107	ENSRNOP00000074537	TCIRG1	Tcirg1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 [Source:RGD Symbol;Acc:735136]	2.117096791	4.31E-09	633	321
ENSRNOT00000009546	ENSRNOP00000009546	ABCG2	Abcg2	ATP-binding cassette, subfamily G (WHITE), member 2 [Source:RGD Symbol;Acc:631345]	2.470786197	4.40E-09	313	136
ENSRNOT00000003075	ENSRNOP00000003649	CXCL10	Cxcl10	chemokine (C-X-C motif) ligand 10 [Source:RGD Symbol;Acc:620209]	9.343456278	4.58E-09	61	7
ENSRNOT00000071395	ENSRNOP00000065834	LOC100909412	LOC100909412	major urinary protein-like [Source:RGD Symbol;Acc:6503461]	3549.830789	7.17E-09	34.25	0
ENSRNOT00000050063	ENSRNOP00000049863	MGC108823	MGC108823	similar to interferon-inducible GTPase [Source:RGD Symbol;Acc:1359421]	2.667128612	8.00E-09	239.87	96.55
ENSRNOT00000092068	ENSRNOP00000070216	FMNL3	Fmnl3	formin-like 3 [Source:MGI Symbol;Acc:MGI:109569]	2.182384616	8.41E-09	496	244
ENSRNOT00000049459	ENSRNOP00000048303	IFNLR1	Ifnlr1	interferon, lambda receptor 1 [Source:RGD Symbol;Acc:1562689]	4.334432655	8.61E-09	105	26
ENSRNOT00000028051	ENSRNOP00000028051	TGFB1	Tgfb1	transforming growth factor, beta 1 [Source:RGD Symbol;Acc:69051]	1.999204016	8.81E-09	905	486
ENSRNOT00000048554	ENSRNOP00000044480	HEXB	Hexb	hexosaminidase B [Source:RGD Symbol;Acc:1307607]	1.880827087	9.79E-09	2111	1205
ENSRNOT00000041726	ENSRNOP00000039482	SYK	Syk	spleen tyrosine kinase [Source:RGD Symbol;Acc:3796]	2.255614732	1.01E-08	416	198
ENSRNOT00000009544	ENSRNOP00000009544	NCF4	Ncf4	neutrophil cytosolic factor 4 [Source:RGD Symbol;Acc:1593157]	5.722695743	1.01E-08	80	15
ENSRNOT00000046438	ENSRNOP00000050987	RGD1559575	RGD1559575	similar to novel protein [Source:RGD Symbol;Acc:1559575]	5.722695743	1.01E-08	80	15
ENSRNOT00000077477	ENSRNOP00000071441	RIN3	Rin3	Ras and Rab interactor 3 [Source:RGD Symbol;Acc:1305849]	2.415533783	1.14E-08	315	140
ENSRNOT00000078987	ENSRNOP00000071192	SP140	Sp140	SP140 nuclear body protein [Source:RGD Symbol;Acc:1306355]	3.542277989	1.58E-08	132	40
ENSRNOT00000051027	ENSRNOP00000047532	P2RY13	P2ry13	purinergic receptor P2Y, G-protein coupled, 13 [Source:RGD Symbol;Acc:1302941]	2.721287206	1.58E-08	218	86
ENSRNOT00000088752	ENSRNOP00000075482	SLA	Sla	src-like adaptor [Source:RGD Symbol;Acc:631373]	3.805579829	2.25E-08	117	33
ENSRNOT00000066722	ENSRNOP00000059964	RASAL3	Rasal3	RAS protein activator like 3 [Source:RGD Symbol;Acc:1309019]	2.552221075	2.29E-08	252	106
ENSRNOT00000078562	ENSRNOP00000074589	MAN2B2	Man2b2	mannosidase, alpha, class 2B, member 2 [Source:RGD Symbol;Acc:1308840]	1.905927666	2.76E-08	1289.17	726.19
ENSRNOT00000010101	ENSRNOP00000010101	LGMN	Lgmn	legumain [Source:RGD Symbol;Acc:619832]	1.832285394	2.87E-08	3002	1759
ENSRNOT00000006306	ENSRNOP00000006306	CD48	Cd48	Cd48 molecule [Source:RGD Symbol;Acc:620620]	1.950896936	3.08E-08	954	525
ENSRNOT00000022648	ENSRNOP00000022648	GBP4	Gbp4	guanylate binding protein 4 [Source:RGD Symbol;Acc:1310579]	8.043006436	3.36E-08	60	8
ENSRNOT00000014139	ENSRNOP00000014139	DAPP1	Dapp1	dual adaptor of phosphotyrosine and 3-phosphoinositides [Source:RGD Symbol;Acc:1310189]	2.690152196	3.45E-08	213	85
ENSRNOT00000074057	ENSRNOP00000067454	LOC680910	LOC680910	similar to paired immunoglobin-like type 2 receptor beta [Source:RGD Symbol;Acc:1585879]	3.157259163	4.40E-08	150	51
ENSRNOT00000003219	ENSRNOP00000003219	SCPEP1	Scpep1	serine carboxypeptidase 1 [Source:RGD Symbol;Acc:620067]	1.977429398	4.52E-08	792	430
ENSRNOT00000080635	ENSRNOP00000075051	SNCG	Sncg	synuclein, gamma [Source:EntrezGene;Acc:64347]	1.959901178	4.55E-08	858	470
ENSRNOT00000054719	ENSRNOP00000051602	ENTPD1	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:RGD Symbol;Acc:69265]	1.947920462	4.61E-08	909	501
ENSRNOT00000026820	ENSRNOP00000026820	LOC100911034	LOC100911034	cysteine desulfurase, mitochondrial-like [Source:RGD Symbol;Acc:6495283]	7.792750227	4.77E-08	60.02	8.26
ENSRNOT00000089102	ENSRNOP00000072853	HBB-B1	Hbb-b1	hemoglobin, beta adult major chain [Source:RGD Symbol;Acc:1595848]	2.236907069	5.79E-08	370.4	177.77
ENSRNOT00000005405	ENSRNOP00000005405	PIK3R6	Pik3r6	phosphoinositide-3-kinase, regulatory subunit 6 [Source:RGD Symbol;Acc:1560850]	3.434944079	6.08E-08	128	40
ENSRNOT00000039850	ENSRNOP00000038537	BCL2A1	Bcl2a1	BCL2-related protein A1 [Source:RGD Symbol;Acc:620621]	4.800951185	6.30E-08	85	19
ENSRNOT00000014089	ENSRNOP00000014089	TSPO	Tspo	translocator protein [Source:RGD Symbol;Acc:2228]	3.268045482	7.38E-08	137	45
ENSRNOT00000010968	ENSRNOP00000010968	IRF1	Irf1	interferon regulatory factor 1 [Source:RGD Symbol;Acc:2920]	2.241335989	8.01E-08	357	171
ENSRNOT00000035523	ENSRNOP00000036228	TMEM106A	Tmem106a	transmembrane protein 106A [Source:RGD Symbol;Acc:1309043]	5.049847524	8.03E-08	80	17
ENSRNOT00000024272	ENSRNOP00000024272	APBB1IP	Apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:RGD Symbol;Acc:1304795]	2.059940354	8.48E-08	543	283
ENSRNOT00000002617	ENSRNOP00000002617	KLHL6	Klhl6	kelch-like family member 6 [Source:RGD Symbol;Acc:1307521]	2.857177241	9.90E-08	173	65
ENSRNOT00000055983	-	RN60_2_2279.4	Rn60_2_2279.4	-	3139.513419	1.03E-07	30.29	0
ENSRNOT00000074127	ENSRNOP00000066116	MS4A6BL	Ms4a6bl	membrane-spanning 4-domains, subfamily A, member 6B-like [Source:RGD Symbol;Acc:1359381]	9.110459642	1.19E-07	52.69	6.2
ENSRNOT00000047349	ENSRNOP00000039989	FCGR2A	Fcgr2a	Fc fragment of IgG, low affinity IIa, receptor [Source:RGD Symbol;Acc:71069]	2.100116174	1.22E-07	466.7	238.58
ENSRNOT00000009993	ENSRNOP00000009993	CASP1	Casp1	caspase 1 [Source:RGD Symbol;Acc:2274]	3.481306641	1.28E-07	120	37
ENSRNOT00000021452	ENSRNOP00000021452	MAFB	Mafb	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B [Source:RGD Symbol;Acc:2982]	2.452436849	1.34E-07	249	109
ENSRNOT00000057752	ENSRNOP00000054563	MGC112715	MGC112715	hypothetical protein LOC690899 [Source:RGD Symbol;Acc:1590938]	1.861501579	1.37E-07	1290	744
ENSRNOT00000064284	ENSRNOP00000059445	CD300LF	Cd300lf	Cd300 molecule-like family member F [Source:RGD Symbol;Acc:1309733]	2.743437329	1.50E-07	184	72
ENSRNOT00000060121	ENSRNOP00000056869	GPR31	Gpr31	G protein-coupled receptor 31 [Source:RGD Symbol;Acc:1305187]	5.293545335	1.56E-07	74	15
ENSRNOT00000002695	ENSRNOP00000002695	MX2	Mx2	myxovirus (influenza virus) resistance 2 [Source:RGD Symbol;Acc:628821]	2.00326355	1.71E-07	600.55	321.85
ENSRNOT00000078037	ENSRNOP00000070903	PLCB2	Plcb2	phospholipase C, beta 2 [Source:RGD Symbol;Acc:621004]	2.769355309	1.78E-07	178	69
ENSRNOT00000018898	ENSRNOP00000018898	EVI2B	Evi2b	ecotropic viral integration site 2B [Source:RGD Symbol;Acc:6495961]	2.601747444	1.87E-07	206	85
ENSRNOT00000059459	ENSRNOP00000056214	DCTD	Dctd	dCMP deaminase [Source:RGD Symbol;Acc:1359671]	2.196243077	2.02E-07	358	175
ENSRNOT00000001084	ENSRNOP00000001084	PPP1R18	Ppp1r18	protein phosphatase 1, regulatory subunit 18 [Source:RGD Symbol;Acc:1309543]	2.009917765	2.14E-07	571	305
ENSRNOT00000021236	ENSRNOP00000021236	ADORA3	Adora3	adenosine A3 receptor [Source:RGD Symbol;Acc:2051]	3.695143379	2.89E-07	105	30.5
ENSRNOT00000082943	ENSRNOP00000070915	ADORA3	Adora3	adenosine A3 receptor [Source:RGD Symbol;Acc:2051]	3.695143379	2.89E-07	105	30.5
ENSRNOT00000075415	ENSRNOP00000066161	LOC100910143	LOC100910143	GPI ethanolamine phosphate transferase 2-like [Source:RGD Symbol;Acc:6499629]	1.939867649	3.46E-07	697.96	386.28
ENSRNOT00000024156	ENSRNOP00000024156	UCP2	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier) [Source:RGD Symbol;Acc:3932]	1.758066866	4.20E-07	3989	2436
ENSRNOT00000041091	ENSRNOP00000041436	LOC691141	LOC691141	hypothetical protein LOC691141 [Source:RGD Symbol;Acc:1587445]	6.436070184	4.53E-07	60	10
ENSRNOT00000035522	ENSRNOP00000036169	KLRA2	Klra2	killer cell lectin-like receptor, subfamily A, member 2 [Source:RGD Symbol;Acc:1359667]	3.302825514	4.68E-07	120	39
ENSRNOT00000074282	ENSRNOP00000064997	LOC100911776	LOC100911776	coiled-coil domain-containing protein 89-like [Source:RGD Symbol;Acc:6490972]	2896.017	5.11E-07	27.94	0
ENSRNOT00000037681	ENSRNOP00000030943	NFAM1	Nfam1	NFAT activating protein with ITAM motif 1 [Source:RGD Symbol;Acc:1308316]	1.87022002	5.32E-07	925	531
ENSRNOT00000014234	ENSRNOP00000014234	CMTM3	Cmtm3	CKLF-like MARVEL transmembrane domain containing 3 [Source:RGD Symbol;Acc:1308763]	3.220290284	6.01E-07	123	41
ENSRNOT00000059854	ENSRNOP00000056600	SERPINB1A	Serpinb1a	serine (or cysteine) proteinase inhibitor, clade B, member 1a [Source:RGD Symbol;Acc:1306203]	3.756639854	6.21E-07	98	28
ENSRNOT00000073310	-	AABR07069524.1	AABR07069524.1	-	2.367033283	6.65E-07	244.76	111.01
ENSRNOT00000028347	ENSRNOP00000028347	CD6	Cd6	Cd6 molecule [Source:RGD Symbol;Acc:2312]	3.005615489	7.24E-07	137	48.93
ENSRNOT00000071576	ENSRNOP00000067721	C5AR2	C5ar2	complement component 5a receptor 2 [Source:RGD Symbol;Acc:1303027]	4.462098987	8.07E-07	79	19
ENSRNOT00000074225	ENSRNOP00000064123	SYNGR2	Syngr2	synaptogyrin 2 [Source:RGD Symbol;Acc:621334]	2.008797476	9.47E-07	479	256
ENSRNOT00000086863	ENSRNOP00000073875	BTK	Btk	Bruton agammaglobulinemia tyrosine kinase [Source:EntrezGene;Acc:367901]	5.007445062	9.49E-07	70	15
ENSRNOT00000035730	ENSRNOP00000037767	SLFN5	Slfn5	schlafen family member 5 [Source:RGD Symbol;Acc:1312025]	1.938152731	9.61E-07	608.38	337
